chromosome,start,end,y
1,229566992,229569845,0.349569
1,229577045,229644103,16.5484
1,229652329,229694442,2.90877
1,229728858,229761794,6.51098
1,229761981,229795946,10.1191
1,230193536,230417870,27.2369
1,230457392,230561475,4.47215
1,230778235,230829728,8.01666
1,230838269,230850043,0.17255
1,230883130,230937749,0.0276811
1,230972865,231005335,15.0587
1,231041989,231114621,16.1575
1,231114727,231136341,4.01417
1,231154704,231175992,0.507249
1,231297858,231357302,0.0146983
1,231359509,231376933,3.92041
1,231376953,231413719,12.045
1,231468480,231472849,8.0164
1,231472850,231473598,6.65215
1,231473599,231490769,5.2879
1,231499497,231560790,2.64743
1,231664399,231702270,19.8936
1,231762561,232177018,0.716212
1,232533711,232697304,6.77221
1,232940643,232946092,0.547049
1,233086351,233119180,2.8161
1,233119181,233119628,4.843895
1,233119629,233431459,6.87169
1,233463514,233520894,3.98061
1,233749750,233808258,19.7082
1,234040679,234460262,4.78374
1,234509202,234519795,12.6481
1,234527059,234614849,15.4517
1,234740015,234745271,21.8699
1,235272651,235292251,72.5197
1,235294498,235294948,0.673529
1,235294949,235324772,5.4431645
1,235324773,235490664,10.2128
1,235490665,235491534,11.21785
1,235491535,235507847,12.2229
1,235530675,235612283,17.7112
1,235613238,235667781,5.1584
1,235710987,235814054,0.310214
1,235824341,236046940,3.48964
1,236139130,236228462,3.14261
1,236305832,236378854,0.936049
1,236378855,236385165,0.5870145
1,236385166,236445319,0.23798
1,236511562,236648214,0.0176864
1,236681300,236712304,9.93733
1,236712305,236716281,18.249565
1,236716282,236767804,26.5618
1,236849754,236927931,0.0047429
1,236958610,237067281,6.25603
1,237167403,237167718,0
1,237205505,237997288,0.068831
1,238045705,238054094,0.009991
1,238107024,238108575,0.0110403
1,239549865,240078750,0.705041
1,240177648,240629182,0.0188529
1,240629183,240638489,0.00942645
1,240638490,240643504,0
1,240652873,240775449,0.0184906
1,240931554,241520530,0.477258
1,241660903,241683061,43.4524
1,241695434,241753403,0.181212
1,241753404,241758944,2.858576
1,241758945,241792154,5.53594
1,241792155,241799232,12.46882
1,241799233,241815579,5.53594
1,241815580,241840678,2.77874875
1,241840679,241965435,0.0215575
1,242011269,242058450,19.5682
1,242158792,242162375,0.0144963
1,242246288,242687998,0.0080781
1,243287730,243388057,10.1417
1,243388058,243395911,5.07085
1,243395912,243418650,10.1417
1,243419320,243651534,5.02898
1,243651535,243663394,8.43344
1,243663395,244014381,11.8379
1,244214585,244220778,10.238
1,244227632,244231211,0
1,244515937,244552965,0.357309
1,244571796,244615436,28.8612
1,244617679,244804479,0.19795
1,244816237,244872335,25.0909
1,244998624,245008359,28.0758
1,245014468,245027844,91.8359
1,245132652,245133006,0.128109
1,245133007,245134390,1.2944895
1,245134391,245290466,2.46087
1,245318287,245872733,0.179404
1,245912642,246670614,3.63659
1,246703862,246729626,24.529
1,246729746,246831886,9.16478
1,246887349,246931439,20.1946
1,247002400,247095280,22.6671
1,247108849,247171395,2.42391
1,247171396,247242113,2.21413
1,247263264,247267674,2.43605
1,247273462,247275719,0.0455304
1,247285277,247335318,2.33291
1,247460714,247495148,10.257
1,247579458,247612410,0.0216118
1,247614255,247615308,0
1,247670360,247693433,0.0128418
1,247693434,247697141,0.0064209
1,247697142,247740992,0.0128418
1,247751662,247752615,0
1,247768856,247769838,0
1,247835320,247836365,0.0081905
1,247875045,247876105,0
1,247886401,247887345,0
1,247901917,247902861,0
1,247920676,247921982,0
1,247978102,247979031,0
1,248004199,248005254,0
1,248020501,248031276,0
1,248031277,248041507,0
1,248041508,248060449,0
1,248084320,248085258,0
1,248097071,248098057,0
1,248100493,248112159,0
1,248112160,248113098,0
1,248113099,248128534,0
1,248128535,248129641,0
1,248129642,248185249,0
1,248185250,248186188,0
1,248186189,248201473,0
1,248201474,248202607,0
1,248202608,248223983,0
1,248223984,248224922,0
1,248224923,248264224,0
1,248308450,248309388,0
1,248343288,248344331,0
1,248366332,248367392,0
1,248402231,248403166,0
1,248436073,248437138,0
1,248457918,248458880,0
1,248486894,248487899,0
1,248512077,248513015,0
1,248524883,248525929,0
1,248550910,248551836,0
1,248569296,248570405,0
1,248604508,248605434,0
1,248616077,248617130,0
1,248636627,248637634,0
1,248651885,248652898,0
1,248684916,248685964,0
1,248721784,248722797,0
1,248737022,248738080,0
1,248756052,248757100,0
1,248789420,248790491,0
1,248801588,248802559,0
1,248813232,248814185,0
1,248844628,248845629,0
1,248902716,248903150,0
1,249104648,249120832,14.4295
1,249132409,249143716,14.5582
1,249144205,249153343,19.7956
1,249200395,249214145,6.44137
10,92828,120103,1.01155
10,180405,300577,32.392
10,320130,695887,0.915967
10,695888,711109,0.4579835
10,711110,735683,0.915967
10,855484,977564,23.4886
10,1017097,1034281,0.0182769
10,1034338,1064846,37.3929
10,1064847,1065876,18.772491
10,1065877,1071799,0.152082
10,1085848,1095110,38.7273
10,1095478,1178237,6.52393
10,1228073,1779670,0.589396
10,3108525,3179904,60.3331
10,3179920,3215003,35.734
10,3818188,3827473,113.697
10,4828821,4890254,9.76537
10,4934796,5025475,4.7296
10,5029967,5060223,18.7589
10,5077546,5149878,8.74214
10,5196335,5237424,0.130485
10,5237425,5244449,0.0834192
10,5244450,5260912,0.0363534
10,5406972,5416169,0
10,5435061,5446793,0.176301
10,5454514,5500426,57.4176
10,5540658,5541533,27.5992
10,5566924,5568225,0.101132
10,5680830,5708558,24.9145
10,5726801,5805703,30.5373
10,5807186,5884095,100.894
10,5903580,5931534,2.98242
10,5931535,5931869,13.07706
10,5931870,5979556,23.1717
10,5990855,6020150,9.03244
10,6052652,6104288,0.0109556
10,6130950,6159420,42.0213
10,6186881,6277495,27.6124
10,6392278,6394723,0.25919
10,6469105,6622263,0.302529
10,7200586,7453450,0.67127
10,7601232,7708961,0.0019616
10,7745232,7791483,0.0643956
10,7792925,7829990,5.53572
10,7830092,7849778,113.234
10,7860467,8058590,9.39202
10,8095567,8117161,5.32789
10,11047259,11378674,1.46563
10,11495945,11653753,5.03367
10,11784365,11806069,0.403859
10,11865338,11914276,4.29308
10,11962021,12085169,19.8284
10,12110971,12165224,32.4035
10,12171636,12207323,7.61321
10,12207324,12211960,17.265755
10,12211961,12237963,26.9183
10,12237964,12238143,49.1071
10,12238144,12292588,71.2959
10,12391481,12877545,10.0014
10,12938627,13141448,1.47637
10,13141449,13141652,8.944635
10,13141653,13180291,16.4129
10,13203554,13253104,33.0347
10,13263767,13276334,0.0103345
10,13319796,13344412,12.3532
10,13350145,13350447,0.0282749
10,13359424,13390297,34.0517
10,13480484,13570974,0.315143
10,13628927,13652046,13.7112
10,13652047,13672868,7.97184
10,13672869,13685705,2.23248
10,13685706,13710299,2.69639
10,13710300,14504141,3.1603
10,14560556,14816896,11.1933
10,14861249,14880162,0.873389
10,14880163,14880574,9.6990945
10,14880575,14913740,18.5248
10,14920819,14939357,9.64387
10,14939358,14946314,9.401625
10,14946315,14996431,9.15938
10,15001438,15030049,0.276157
10,15074226,15115851,0.424016
10,15119522,15130775,8.04157
10,15137384,15139178,0.136075
10,15139179,15139318,5.9849875
10,15139319,15144582,11.8339
10,15144583,15181817,8.814525
10,15181818,15210692,5.79515
10,15253642,15413061,9.31463
10,15555948,15762124,0.0022761
10,15820169,15902519,7.55027
10,16478942,16555736,11.5352
10,16555742,16564004,0.652943
10,16632610,16859527,49.4352
10,16865963,17171830,0.311644
10,17184253,17244053,1.85496
10,17270258,17279592,175.06
10,17360382,17496329,1.67628
10,17631958,17659376,9.28194
10,17686124,17757913,20.3311
10,17794251,17842867,0.12150815
10,17851362,17953178,0.0065138
10,18041218,18089855,0.12150815
10,18098352,18200091,0.0033136
10,18240768,18332221,0.0130798
10,18429606,18830798,0.761677
10,18834490,18940551,10.7411
10,18948334,18970568,18.0489
10,19492779,20079330,0.0031342
10,20105168,20578785,17.7584
10,21068902,21414691,2.97463
10,21414692,21435488,1.487315
10,21435489,21463116,2.97463
10,21781587,21786191,6.25699
10,21802407,21814611,0.636531
10,21823094,22032559,13.2578
10,22045466,22292698,15.3259
10,22497743,22498950,0.0283685
10,22604903,22609235,12.655
10,22610140,22620413,10.6196
10,22634399,22743153,0.0042772
10,22823778,23003484,7.17309
10,23216953,23326518,0.0364027
10,23384435,23410942,6.19584
10,23481256,23483181,0.0111481
10,23492745,23528745,0.412882
10,23556124,23633774,0.621143
10,23728198,23731308,15.5401
10,23983675,24770272,16.2459
10,24770273,24770632,8.14674805
10,24770633,24836772,16.2459
10,24872538,25012597,46.3902
10,25137536,25241533,43.0066
10,25270908,25305089,0.20497
10,25305587,25315593,7.22611
10,25463991,25891155,0.0300607
10,26223196,26501456,0.0052316
10,26505236,26593487,0.0013944
10,26727132,26856732,0.0129123
10,26986588,27035521,14.7105
10,27035522,27035727,32.76375
10,27035728,27150016,50.817
10,27280843,27389421,5.17406
10,27399383,27443752,65.9603
10,27443753,27444195,51.45975
10,27444196,27475853,36.9592
10,27484146,27531059,19.5514
10,27687116,27703297,0.0033876
10,27793197,27831143,25.535
10,27961804,28034989,2.3849
10,28064115,28287977,0.341368
10,28339922,28623415,4.12538
10,28821422,28912041,38.9388
10,28966271,28971868,24.3554
10,29135337,29170827,0
10,29577990,29607257,0
10,29746267,30025710,24.3835
10,30301729,30404423,4.46778
10,30598730,30663377,11.3964
10,30722866,30750762,12.1596
10,30900718,30918691,0
10,31109136,31320866,1.93931
10,31607424,31818742,0.788073
10,32094365,32217742,12.2461
10,32297938,32345359,74.5298
10,32556679,32667726,7.86316
10,32735068,32832296,0.534379
10,32832297,32863492,0.589891
10,32863493,33171802,0.645403
10,33189247,33294720,295.565
10,33466420,33625190,14.0724
10,34398488,35104253,14.4051
10,35297479,35379570,15.1833
10,35415719,35501886,3.77492
10,35535953,35860852,17.9145
10,35894338,35897863,0.170663
10,35927177,35930362,23.1469
10,36810649,36813162,0.296482
10,37414785,37673039,0
10,37890366,37891859,0
10,38091751,38147034,3.41472
10,38238500,38265561,1.99446
10,38299578,38354016,16.5438
10,38383264,38414472,6.35026
10,38717074,38736820,2.54773
10,43084555,43133992,3.485115
10,43278249,43330385,25.115
10,43572475,43625799,0.251392
10,43633934,43680756,15.9746
10,43689983,43762367,0.66727
10,43867090,43871783,0
10,43881065,43904614,126.189
10,43932282,43991517,0.845334
10,44051792,44070066,9.35607
10,44101855,44113351,4.47187
10,44139307,44144304,13.9874
10,44793038,44873686,0.490215
10,44873687,44878739,0.2451075
10,44878740,44881941,0.490215
10,45406648,45432450,0.0085417
10,45454855,45466428,3.57989
10,45466429,45474258,6.280655
10,45474259,45491339,3.57989
10,45493146,45495922,0.248921
10,45495923,45496336,4.9819205
10,45496337,45500774,9.71492
10,45798102,45811056,0
10,45869661,45941561,0.0162744
10,45950035,46090354,1.33107
10,46111043,46168228,2.02528
10,46222648,46288409,10.1897
10,46310876,46313036,0
10,46321042,46349323,0.873307
10,46549955,46641045,0
10,46955444,46971400,0.855772
10,46994087,47005643,9.39023
10,47083534,47088320,1.19574
10,47157983,47174093,8.87479
10,47177204,47181681,0
10,47191844,47239738,0.0889227
10,47657581,47701443,0.0857719
10,47746936,47746961,17.0777
10,47746962,47763041,9.25795
10,47763042,47770871,1.4382
10,47894023,47949412,0.0723391
10,48001603,48055018,0.025014
10,48189612,48237508,1.39536
10,48247669,48252143,0.0171689
10,48255253,48279200,5.88221
10,48355024,48373866,3.35016
10,48381487,48390991,0.0641145
10,48413092,48416853,0
10,48425815,48438976,0.0104564
10,48736874,48827966,0
10,49199649,49207818,1.01737
10,49364601,49482941,0.0084699
10,49514698,49647403,8.01274
10,49654077,49864310,0.540115
10,49892921,50117527,0.0082445
10,50117528,50143242,0.00412225
10,50143243,50191001,0.0082445
10,50222290,50323554,0
10,50339199,50342053,0
10,50362773,50396630,0.0083178
10,50507187,50535537,0
10,50572237,50603497,0.0061724
10,50663414,50723150,3.91945
10,50723151,50747086,3.10019
10,50747087,50747584,3.91945
10,50817141,50818346,0
10,50818347,50820765,0
10,50820766,50887696,0
10,50887697,50901925,0
10,50901926,50918307,0
10,50942689,50970425,0.0239477
10,51026325,51130715,9.68739
10,51187938,51192032,0.0684015
10,51224681,51371321,2.43229
10,51371390,51387768,1.11137
10,51464162,51486327,0.223033
10,51549498,51562517,0.0138182
10,51565108,51590734,41.2296
10,51592080,51623365,14.0716
10,51748078,51770259,12.375
10,51827648,51893269,5.94499
10,51942538,52008370,0.0220775
10,52065360,52094297,9.12539
10,52094298,52095876,4.796003
10,52095877,52152765,9.12539
10,52152766,52154321,4.562695
10,52154322,52384923,9.12539
10,52499078,52559168,5.57931
10,52559169,52576255,2.8165874
10,52576256,52645435,0.0538648
10,52750945,53455246,0.818488
10,53455247,53459355,8.025794
10,53459356,54058110,0.818488
10,54074056,54077802,0.198065
10,54525140,54531460,0.0144028
10,55562531,57358749,0
10,57358750,57360488,0
10,57360489,57387702,0
10,58116989,58121036,94.2673
10,59951278,60027694,2.52144
10,60028818,60049346,8.94213
10,60094735,60130513,14.3637
10,60144782,60158981,23.8848
10,60272900,60591195,5.09185
10,60936350,61005889,0.268913
10,61005890,61007534,0.1353566
10,61007535,61122939,0.0018002
10,61410523,61495760,0.787997
10,61548521,61666414,23.4712
10,61715188,61720671,0.0037233
10,61786056,62493248,1.6622
10,62538089,62554610,72.4201
10,62629196,62761198,2.03874
10,63166401,63213208,0.0039493
10,63422719,63526524,0.0406756
10,63661059,63856703,4.65094
10,63942794,64028466,8.72881
10,64133951,64431771,1.62593
10,64564516,64568238,9.90383
10,64571756,64679660,1.26106
10,64893050,64914783,20.8718
10,64926981,65225722,17.4691
10,65281123,65384883,32.531
10,67672276,68685763,0.0069259
10,68685764,68859588,0.00438415
10,68859589,69455927,0.0069259
10,69556427,69597924,0.360174
10,69644427,69678147,7.98372
10,69681665,69835105,11.7211
10,69865912,69971774,1.21482
10,69990386,69991871,0.0807148
10,70042417,70090930,1.12569
10,70090931,70092806,12.492395
10,70092807,70100863,23.8591
10,70100864,70102948,13.93337
10,70102949,70167051,4.00764
10,70173821,70231879,7.67529
10,70237756,70287231,2.27146
10,70320413,70454239,0.295169
10,70480769,70552134,28.6876
10,70587298,70655188,3.1335
10,70661034,70706603,14.0751
10,70715884,70744829,75.0616
10,70748487,70776738,20.4771
10,70847862,70864567,0.589879
10,70883268,70932617,22.7018
10,70939988,70968855,11.5994
10,70980059,71027315,0.250951
10,71029740,71161638,15.3279
10,71163659,71176623,0.14622
10,71211229,71267425,19.3769
10,71331454,71332994,0
10,71390007,71393352,8.66913
10,71444655,71452208,0
10,71561644,71724031,3.66646
10,71812552,71857978,15.8232
10,71857979,71872036,11.03405
10,71872037,71892690,6.2449
10,71897737,71906432,6.33275
10,71907045,71930279,14.1818
10,71962586,71993667,63.038
10,72007085,72043432,0.261216
10,72058729,72142382,11.9343
10,72164135,72188374,12.8492
10,72192071,72194584,0.232479
10,72194585,72196314,0.336233
10,72196315,72207707,0.232479
10,72238577,72328205,2.95858
10,72357104,72362531,0.0033809
10,72432559,72522197,0.839006
10,72530995,72545157,0.0038995
10,72575717,72640930,19.8333
10,72642037,72648541,11.3328
10,72972327,73062621,1.66437
10,73079015,73123142,2.18013
10,73156691,73471457,0.150271
10,73471458,73497581,0.07813315
10,73497582,73507315,0.150271
10,73507316,73533255,2.3080105
10,73533256,73575702,0.150271
10,73576055,73611126,391.47
10,73724123,73773322,15.2122
10,73818793,73848790,3.80262
10,73856278,73975786,12.0603
10,73975787,73976892,13.13775
10,73976893,73995618,14.2152
10,74033678,74035794,67.3117
10,74092588,74114988,6.27695
10,74127098,74385899,7.51199
10,74451889,74647452,11.8669
10,74653339,74692791,0.148524
10,74694928,74714536,0.0227854
10,74766975,74856732,13.0066
10,74870217,74889912,1.36898
10,74889913,74891586,5.470045
10,74891587,74927923,9.57111
10,74927924,74928813,6.646505
10,74928814,74943119,3.7219
10,74943120,75004262,8.4858
10,75004263,75006509,13.2497
10,75006510,75008620,21.3196
10,75008621,75012451,29.3895
10,75013517,75118617,3.12848
10,75134859,75173834,35.8105
10,75183339,75193319,1.51458
10,75196186,75255782,4.90716
10,75257296,75385711,5.28454
10,75391412,75401515,0.161227
10,75404639,75423561,0.0377338
10,75434033,75457639,2.69276
10,75504120,75531919,21.3104
10,75531935,75532048,0
10,75532049,75532378,1.518795
10,75532379,75540009,3.03759
10,75541805,75543410,12.6979
10,75545340,75561551,5.76853
10,75561669,75571589,2.81432
10,75572259,75634343,9.78242
10,75668935,75669726,87.6315
10,75669727,75677255,43.939059
10,75677256,75682535,0.246618
10,75757872,75879918,54.3106
10,75881524,75910821,13.7999
10,75910960,76469061,22.0521
10,76585340,76792380,3.00353
10,76797594,76818272,0
10,76854192,76859343,0.018236
10,76859344,76868979,3.381698
10,76868980,76941881,6.74516
10,76969912,76991206,42.7888
10,76993727,76995788,1.45861
10,77157588,77161664,0.434256
10,77360998,78319925,0
10,78629359,79398353,0.844453
10,79550549,79626632,17.7528
10,79626633,79629368,8.88102345
10,79629369,79686378,17.7528
10,79734907,79789303,5.99246
10,79793518,79816570,71.8224
10,80828792,81076276,13.4994
10,81107225,81115093,66.2091
10,81142081,81205383,1.83074
10,81266126,81270678,0
10,81272357,81276188,1.62984
10,81315608,81320153,0.0127632
10,81370695,81375196,0.0037708
10,81462983,81474437,0.113038
10,81601114,81610632,0.0023647
10,81697496,81742370,0.0964941
10,81838402,81852313,8.53811
10,81891438,81905115,0.112622
10,81910645,81965328,9.81219
10,82009466,82013395,0
10,82031576,82049440,0.0998357
10,82095861,82104500,0
10,82104501,82116511,0.0041589
10,82116512,82127829,0.0083178
10,82167585,82192753,3.49364
10,82213922,82292879,4.55841
10,82297658,82406316,0.0261654
10,83635070,84746935,0
10,85899196,85913001,67.87
10,85933494,85945050,0
10,85954410,85979377,0.0086031
10,85980254,85985345,0
10,85991349,86001217,0
10,86004809,86019716,0.0204837
10,86088342,86278273,4.82801
10,87359312,88126250,0.005871
10,88195013,88281572,11.8071
10,88414314,88426605,0.0069766
10,88428206,88495825,0.0859374
10,88516407,88692595,2.16294
10,88695297,88718374,0.0943221
10,88718375,88723017,0.30136305
10,88723018,88727948,0.0943221
10,88727949,88729238,0.10004555
10,88729239,88743691,0.105769
10,88780063,88784487,0.173829
10,88810243,88853917,27.6808
10,88853918,88854623,16.95279
10,88854624,88951225,6.22478
10,88985205,88996665,0.275269
10,89117425,89130452,0.460634
10,89264632,89313217,9.47345
10,89419370,89507462,5.64535
10,89511269,89601100,13.8964
10,89618918,89622869,0.617834
10,89622870,89623194,5.269277
10,89623195,89731687,9.92072
10,90033621,90344287,1.3157
10,90346510,90366733,0.190513
10,90424198,90438571,0.157038
10,90484301,90512543,0.0557222
10,90521163,90537999,0
10,90562487,90580303,0.123123
10,90581889,90611575,2.67944
10,90639491,90694830,2.02157
10,90694831,90734910,1.241443
10,90734911,90750413,0.461316
10,90750414,90751147,1.356923
10,90751148,90775542,2.25253
10,90965694,90967071,0.304643
10,90973326,91061711,22.3802
10,91061712,91069033,18.0778
10,91069034,91087650,22.3802
10,91087651,91100728,17.50035
10,91100729,91137812,22.3802
10,91137813,91144962,11.1966167
10,91144963,91152302,22.3802
10,91152303,91163745,21.2627
10,91163746,91174314,22.3802
10,91174343,91180758,7.92501
10,91190051,91316398,0.0072451
10,91342745,91405215,1.96103
10,91461367,91534700,10.4909
10,92500578,92617671,0.193864
10,92631473,92668312,5.47438
10,92671853,92681033,1.96541
10,92979908,93044088,2.35507
10,93170096,93274586,1.38839
10,93388199,93392811,0.0339433
10,93558069,93625033,12.2575
10,93666346,93669240,0.542281
10,93683526,93790082,21.6879
10,93806449,94050844,0.686903
10,94050920,94113721,9.84906
10,94211441,94333833,7.64491
10,94353043,94415150,19.4448
10,94447945,94455403,1.76121
10,94590935,94819250,2.58137
10,94821021,94828454,0.0327621
10,94833232,94837647,1.25838
10,95066186,95242074,73.8272
10,95256389,95288849,31.354
10,95326422,95351443,0.0253221
10,95351444,95361501,0.19003755
10,95361502,95364237,0.0253221
10,95372345,95425767,0.0957673
10,95427640,95462329,2.31636
10,95517566,95557916,0
10,95653730,95715819,1.54811
10,95753746,96075003,3.62247
10,96075004,96092580,6.747185
10,96092581,96122716,9.8719
10,96162261,96295687,1.97069
10,96305547,96373662,13.179
10,96443251,96447910,0.132703
10,96447911,96495947,0.09072505
10,96495948,96613017,0.0487471
10,96698415,96749147,0.0705475
10,96796530,96829254,0.082833
10,96953957,96988685,0
10,96997329,97050781,21.0107
10,97071528,97321171,1.78489
10,97365696,97416463,19.9265
10,97423158,97453900,11.6653
10,97471536,97637023,2.33565
10,97667360,97698480,0.131703
10,97709725,97733785,0.0250597
10,97733786,97744785,0.01733755
10,97744786,97792441,0.0096154
10,97803151,97820627,1.18761
10,97951458,98031344,0.0881063
10,98064085,98098321,0
10,98102973,98119092,0.0045426
10,98124363,98273675,0.0475058
10,98277866,98347209,26.7005
10,98353069,98480271,0.121938
10,98592017,98740800,3.32338
10,98741041,98745582,2.6313
10,98757795,98945677,0.0052852
10,98945678,98978995,0
10,98978996,99052413,2.742685
10,99079022,99081672,0.497685
10,99092255,99094458,2.43003
10,99116115,99161127,12.2743
10,99179228,99185831,0.162413
10,99185917,99193198,45.849
10,99195899,99205774,14.7778
10,99205927,99217127,9.40457
10,99218081,99258551,18.0017
10,99258625,99330966,7.13104
10,99332198,99343641,1.41369
10,99344080,99344130,0.332521
10,99344131,99349449,6.48910033333333
10,99349450,99350690,4.8737288
10,99350691,99372559,6.48910033333333
10,99372560,99374309,9.56739
10,99374310,99393344,7.62099666666667
10,99393345,99433667,9.56739
10,99433668,99436191,9.56739
10,99437181,99447080,12.7245
10,99472930,99477907,15.4856
10,99496878,99520664,8.16773
10,99526508,99531709,0.275311
10,99609996,99624756,1.2932705
10,99624757,99627888,2.06703366666667
10,99627889,99631294,1.7575284
10,99631295,99631337,2.06703366666667
10,99631338,99790585,3.61456
10,99894387,100004654,5.98675
10,100007447,100028007,0.0929898
10,100143322,100174941,2.30736
10,100175955,100206684,5.61087
10,100218875,100995619,0.0036225
10,101088856,101154087,0.420817
10,101156627,101190381,13.456
10,101292690,101296278,0.0081827
10,101370282,101380366,13.4769
10,101419263,101462314,3.4245
10,101462315,101465997,6.7208
10,101465998,101471600,10.0171
10,101471601,101491857,8.99274
10,101491858,101515891,10.0171
10,101542489,101611949,0.716232
10,101635334,101769676,2.77277
10,101801950,101841634,0.0227008
10,101909851,101948054,17.3475
10,101948055,101948091,13.462835
10,101948092,101989376,9.57817
10,101992055,102027437,9.64378
10,102033713,102046469,10.2691
10,102047903,102090243,0.0027879
10,102106881,102124591,25.2671
10,102222798,102243501,0.0649037
10,102246399,102265384,1.55378
10,102265385,102267202,14.20159
10,102267203,102288828,18.4175266666667
10,102288829,102289628,15.4214925
10,102289629,102289638,20.0440633333333
10,102289639,102289757,16.641395
10,102289758,102319755,6.43339
10,102495360,102589698,0.0032725
10,102672326,102724893,9.47183
10,102729215,102729274,11.4963
10,102729275,102745628,6.176982
10,102745629,102747123,11.4963
10,102747124,102747272,11.4703
10,102747273,102754158,11.4443
10,102756375,102767439,15.9945
10,102767440,102767593,8.2145245
10,102767594,102790890,0.434549
10,102790991,102800998,7.89716
10,102821598,102827888,2.73878
10,102849078,102882535,0.016898
10,102882536,102883624,0.008449
10,102883625,102889256,0.016898
10,102889257,102890883,0.078469
10,102890884,102897545,0.14004
10,102986733,102989551,0.0089336
10,103113820,103317078,2.94253
10,103330317,103338638,3.13143
10,103338639,103348027,3.338345
10,103348028,103369425,3.13143
10,103370423,103455052,4.17381
10,103529899,103535854,0
10,103541082,103543170,24.0494
10,103544200,103578696,34.2027
10,103585731,103603677,0.788036
10,103605356,103815950,4.93247
10,103825147,103827792,6.21987
10,103867317,103880210,27.1451
10,103892787,103910082,21.4883
10,103911933,103923627,76.9308
10,103986085,103989346,1.24979
10,103989943,104001231,0.0985454
10,104005289,104142656,21.0551
10,104153867,104162281,27.5977
10,104162376,104178945,0.108466
10,104178946,104181296,0.849703
10,104181297,104182893,1.59094
10,104183002,104192418,18.2935
10,104209594,104211300,0.274703
10,104221149,104236802,2.74665
10,104238986,104262482,17.0808
10,104263744,104393292,3.54672
10,104404253,104418164,17.164
10,104433488,104474164,2.76141
10,104474295,104503249,1.43604
10,104503727,104576021,11.4351
10,104590288,104597290,0.0290023
10,104613980,104624718,4.51003
10,104629273,104661656,0.972908
10,104678050,104845939,0.903109
10,104845940,104849978,14.7324545
10,104849979,104953056,28.5618
10,105005644,105007773,0.0965329
10,105036920,105050108,10.5242
10,105062553,105110891,8.43034
10,105127724,105148797,2.80557
10,105148798,105148822,18.174035
10,105148823,105156223,33.5425
10,105156405,105206049,23.3448
10,105206543,105212660,6.83182
10,105213144,105218645,0.0645423
10,105232561,105238997,0.222999
10,105253736,105348284,0.126066
10,105348285,105352309,2.324038
10,105352310,105615301,4.52201
10,105642300,105677963,5.92346
10,105726959,105788991,9.47516
10,105791044,105845760,1.73544
10,105881816,105886143,4.63921
10,105889646,105992120,0.248051
10,105995114,106027217,20.7925
10,106028631,106064703,3.36789
10,106071894,106098162,11.7859
10,106113522,106214848,0.229395
10,106400859,107024993,0.0027717
10,108333421,108924292,0.0010557
10,111624524,111683311,10.9284
10,111701029,111713649,0
10,111756126,111895323,4.46112
10,111967363,112047123,3.1743
10,112050488,112064709,9.69073
10,112257596,112271302,17.187
10,112327449,112364394,30.3753
10,112404155,112599227,0.634034
10,112631565,112658487,6.96764
10,112658488,112659764,4.230205
10,112659765,112679032,1.49277
10,112679301,112773425,6.36991
10,112836790,112840658,0.006643
10,113909624,113975135,2.39814
10,114043493,114064793,0
10,114133776,114188138,0.101556
10,114190058,114206672,21.7639
10,114206756,114578503,5.10594
10,114710009,114927437,6.64421
10,115310596,115348474,0.0126885
10,115348475,115349361,0.00874315
10,115349362,115423886,0.0047978
10,115438942,115490662,12.4733
10,115511213,115543188,2.76114
10,115594488,115614142,7.79184
10,115614420,115676953,5.80484
10,115803806,115806667,0.550797
10,115880621,115933979,4.47506
10,115939029,115992063,0.00652
10,115999018,116051272,0.948813
10,116054583,116164515,3.74351
10,116190872,116444762,13.7793
10,116581503,116659591,3.81611
10,116697952,116737430,9.36542
10,116853124,117708503,0.111649
10,117816444,118032979,0.006971
10,118083940,118139541,0
10,118187379,118237469,0
10,118305443,118327367,0
10,118349897,118368687,0
10,118423207,118429775,0.015691
10,118430703,118502085,4.51997
10,118609023,118643741,0.61195
10,118643742,118671299,7.786125
10,118671300,118886097,14.9603
10,118888032,118897812,0.0014802
10,118957000,118969810,0
10,119000604,119038941,2.49133
10,119040000,119134978,10.9475
10,119301955,119309056,0
10,119764427,119806114,3.36331
10,120065401,120101840,3.80194
10,120352916,120355160,0.0043269
10,120433679,120514761,12.3478
10,120789228,120793854,2.4441
10,120794356,120840316,75.66
10,120863598,120897496,4.10202
10,120900279,120925179,10.9554
10,120927215,120938345,41.7809
10,120967101,121215131,3.2131
10,121259340,121302220,20.0018
10,121334199,121356541,28.8356
10,121410882,121437331,30.5547
10,121485609,121588652,3.97886
10,121588972,121652068,18.3179
10,121652223,121702014,12.8148
10,122216466,122349367,0.0169047
10,122357721,122359629,0.0044878
10,122610687,122669036,7.92232
10,123237848,123357972,2.19987
10,123499939,123688316,7.58083
10,123716603,123734732,11.1781
10,123748689,124014060,3.79698
10,124030821,124097677,0.0142255
10,124134212,124191867,7.77129
10,124214169,124216868,0.0314204
10,124221041,124274424,0.905224
10,124320181,124403252,0
10,124457225,124459338,0
10,124591665,124608593,0
10,124608594,124639146,0
10,124639147,124639157,0
10,124670217,124672627,0
10,124690419,124713896,2.92376
10,124713897,124713919,1.804985
10,124713920,124750321,0.68621
10,124750322,124757029,1.80985
10,124757030,124768333,2.93349
